Gene.name	Gene	Reliability	Main.location	Additional.location	Extracellular.location	Enhanced	Supported	Approved	Uncertain	Single.cell.variation.intensity	Single.cell.variation.spatial	Cell.cycle.dependency	GO.id	acc_tcga_pan_can_atlas_2018	blca_tcga_pan_can_atlas_2018	cesc_tcga_pan_can_atlas_2018	coadread_tcga_pan_can_atlas_2018	esca_tcga_pan_can_atlas_2018	gbm_tcga_pan_can_atlas_2018	hnsc_tcga_pan_can_atlas_2018	kich_tcga_pan_can_atlas_2018	kirc_tcga_pan_can_atlas_2018	kirp_tcga_pan_can_atlas_2018	laml_tcga_pan_can_atlas_2018	lgg_tcga_pan_can_atlas_2018	lihc_tcga_pan_can_atlas_2018	lusc_tcga_pan_can_atlas_2018	meso_tcga_pan_can_atlas_2018	ov_tcga_pan_can_atlas_2018	paad_tcga_pan_can_atlas_2018	pcpg_tcga_pan_can_atlas_2018	prad_tcga_pan_can_atlas_2018	sarc_tcga_pan_can_atlas_2018	skcm_tcga_pan_can_atlas_2018	stad_tcga_pan_can_atlas_2018	tgct_tcga_pan_can_atlas_2018	thca_tcga_pan_can_atlas_2018	thym_tcga_pan_can_atlas_2018	ucec_tcga_pan_can_atlas_2018	ucs_tcga_pan_can_atlas_2018	uvm_tcga_pan_can_atlas_2018	brca_tcga_pan_can_atlas_2018	luad_tcga_pan_can_atlas_2018
24	BAZ2A	ENSG00000076108	Enhanced	Nuclear speckles			Nuclear speckles							Nuclear speckles (GO:0016607)	-0.0679208920932854	-0.10941838010836	-0.0888979271768668	-0.0215282462368252	-0.0947534312731431	-0.0980195153112868	-0.0939108545495749	-0.0412506103370568	-0.0521066624804564	-0.0851977523846107	0.000437344827961995	-0.0896291154081195	-0.0971017583417461	-0.108016970396471	-0.091736198556825	-0.0900659105070674	-0.0614160236069335	-0.0896206605942134	-0.0950910777105438	-0.047423806899508	-0.0137777333167888	-0.074236531761539	-0.109699536006513	-0.0761068789321068	-0.0794685223033849	-0.0615757445576005	-0.0696814733445316	-0.00717718784212875	-0.0856938779622276	-0.0998014750472128
25	BCAS2	ENSG00000116752	Supported	Centrosome;Nuclear speckles				Nuclear speckles	Centrosome					Centrosome (GO:0005813);Nuclear speckles (GO:0016607)	-0.0245969613761005	-0.0230517051495492	0.00562347822301529	-0.0774845141878416	0.00716990402056811	0.0750942333244892	0.0234394195507253	-0.06415960813451	-0.0438245252406645	-0.0174110035703537	-0.0304426518615366	0.0210205360589789	-0.00157910481643654	0.069018304849375	0.0183456807559063	0.0421883224331188	-0.0178318166382117	-0.00450398684104461	-0.0140576694538498	0.00545520790770747	-0.0591730664886194	0.0431273173068663	0.0398260905362917	-0.00912607373391973	-0.0157358259682866	-0.0367166848364658	0.0563034822098022	-0.0770997309527528	-0.000503392780110405	0.0739900996635027
26	BCLAF1	ENSG00000029363	Enhanced	Nuclear speckles			Nuclear speckles							Nuclear speckles (GO:0016607)	-0.0100093483794874	-0.113168797075053	-0.0893617387079236	-0.114639697810678	-0.101850281693559	-0.0868262612265889	-0.100528072436764	-0.107788413840433	-0.10261674809725	-0.103719476619215	-0.0726558123278035	-0.109479713390317	-0.100000239370143	-0.0877578782397567	-0.0963168313848868	-0.113732173985433	-0.0984204239752109	-0.0899444970705253	-0.0990420425926193	-0.0815711923031022	-0.101231054351861	-0.0989699087186357	-0.109454355909903	-0.0921912046151969	-0.0852671445277342	-0.116830371451403	-0.10197960454676	-0.0859654127663449	-0.104521749152129	-0.106922062839997
30	BNIP3L	ENSG00000104765	Supported	Mitochondria	Nuclear speckles		Mitochondria	Nuclear speckles			Mitochondria			Mitochondria (GO:0005739);Nuclear speckles (GO:0016607)	-0.00322372603170465	-0.0400596678250871	-0.0439125522309626	-0.0473760013600478	0.00944812050028471	0.0429312877992211	-0.0162866573000573	0.00183142859244274	-0.038067015227822	-0.0323503408268105	-0.0416655987257265	-0.0375860274316553	-0.0410564139925284	0.0408871934266305	-0.0193498456801251	0.00226087218949056	-0.0412295060774006	0.0110771618002861	-0.0249659802385816	-0.0270736904011355	-0.0502563446569463	-0.0078450686242368	0.0285906101650086	-0.0417888942629871	-0.0538173810598608	-0.0569808896027974	-0.0227959990007377	-0.0605340898385465	-0.037634771221815	0.0234873426177256
31	BPNT1	ENSG00000162813	Approved	Nuclear speckles					Nuclear speckles					Nuclear speckles (GO:0016607)	0.0396392790207186	-0.0285151257344623	-0.010052682792631	-0.0282164049129899	-0.0148879488162891	0.0720694335783931	0.00507875636853535	-0.0622884018437623	-0.0380307802276354	-0.0057909299223407	-0.0256114690017323	-0.0151019082987531	-0.0107679474198327	0.0878968219261372	-0.00971849262851968	0.037139343111014	0.0124268102552246	-0.0596634148328351	-0.0228795528250836	-0.0219580926567173	-0.0619272752052038	0.0308702663152351	0.0661614531304201	-0.0143474737954058	0.00593068301178054	-0.0413034937865705	-0.0248102277002498	-0.0759390384107066	-0.015756317192131	0.0494366192208665
32	BRD1	ENSG00000100425	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)	-0.00984887456706807	-0.0907224578893276	-0.0813552244187961	0.032140542066588	-0.0532160453859611	-0.0730609797295797	-0.0653783276761775	0.00749274735925886	0.00534642466741264	-0.0416293386454769	0.0157994851392625	-0.0378774543986697	-0.0821441240479289	-0.087515871030348	-0.0752418934685618	-0.0513720804048249	-0.0199697918762346	-0.00913636524935824	-0.0411759877396015	-0.0820923099506275	0.00843313792412653	-0.0642453615045005	-0.0970189901443141	-0.0377060707045565	-0.0406079797353432	-0.0468294390501575	-0.0626083873766888	-0.0285365629933845	0.00573527262973787	-0.0896008698537927
33	BRD2	ENSG00000204256	Enhanced	Nuclear speckles;Nucleoplasm			Nuclear speckles;Nucleoplasm							Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)	0.00427083748712743	-0.0777310268920457	-0.0723265243836346	-0.0257046026432864	-0.0405163747870242	-0.0795797121317552	-0.0728980470051104	-0.0221932157872659	-0.0290376696089133	-0.0706907867570935	0.0495857286651135	-0.0603254567869684	-0.0759265191732855	-0.0901436640516091	-0.0743579939150525	-0.0707236551916817	-0.0581723527453063	-0.0789909388308778	-0.0538898915249115	-0.0708639078783098	-0.0191524686367102	-0.0209557503712944	-0.0768499561341431	-0.055734435881513	-0.0716125479090337	-0.0582734729627743	-0.0490169600553391	-0.00847654928777961	-0.039042154540557	-0.0905090708378802
34	BRK1	ENSG00000254999	Approved	Nuclear speckles	Cell Junctions				Cell Junctions;Nuclear speckles					Cell Junctions (GO:0030054);Nuclear speckles (GO:0016607)	0.0742985080778001	0.0457127569287465	0.0768912869997611	-0.03258478790312	0.0554153845180717	0.105817269076951	0.0812566761995605	0.00410723139489487	0.0465688980651159	0.055647036186563	0.0590763592184212	0.0853695438972214	0.083506005227177	0.0950572218681896	0.100414384815124	0.0952701529285783	0.0660953455413023	0.0426210219151286	0.0720969140475338	0.0671456001159105	0.0517280512633137	0.0886360734381121	0.0773858287541551	0.0663742159702848	0.0813784860386452	0.0501650908698631	0.0642216427172509	0.042941678385401	0.0464831091322725	0.0939983504500413
48	CACTIN	ENSG00000105298	Supported	Nuclear speckles;Nucleoplasm	Cytosol			Nuclear speckles;Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)	0.00285708508169087	0.0427639257736636	0.0368731246965236	0.0975804452619322	0.0537879404447122	-0.0605787041405673	0.0197093895142636	0.0907251928620226	0.0732240224189208	0.0440303814015654	0.0774070383578127	0.0367017388325951	0.0135595713290804	-0.0886112931151802	0.0516821111327269	-0.0243727195613227	0.0652773171271347	0.048993100263861	0.0565020761725756	-0.00960066470350264	0.0604644554919972	0.0429609401035981	-0.0200183122306075	0.0498120977601338	0.0368304569327483	0.0713734229345232	0.0318277853504421	0.0462496548469903	0.0870771009675203	-0.0165348730601811
49	CBFA2T2	ENSG00000078699	Approved	Nuclear speckles					Nuclear speckles					Nuclear speckles (GO:0016607)	-0.0424702339554354	-0.0523470877493006	-0.0570287828049434	0.00522108065117983	-0.0762689060442035	-0.0754080199294253	-0.0393725632532857	0.0364597892227549	-0.00661340935565757	-0.0461836348413343	-0.0311645213287663	-0.0422199528225989	-0.057500797314023	-0.0948288610606055	-0.0437020011672172	-0.0850890006385272	-0.0118758716664348	-0.0580254890271498	-0.0379584517602852	-0.082282387314096	-0.0165255621682759	-0.0626541666151617	-0.0775172021907672	-0.0504086968372252	-0.0635968643476481	-0.00899980995144159	-0.0632819494851453	-0.0350806403241006	-0.0457130811244799	-0.0654635080045595
50	CBLL1	ENSG00000105879	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)	-0.094727452380998	-0.0878278444126636	-0.0572847996479199	-0.0380518688930511	-0.0680700087595255	-0.0573697583947957	-0.062634692727508	-0.0590351562535415	-0.0785341949467249	-0.0798485808599027	-0.0379389702164329	-0.0792675611725443	-0.0611072794170517	-0.0211345776628123	-0.0730902328433281	-0.0582841232436726	-0.0701467362101369	-0.0757003265577332	-0.0162544640971507	-0.0715629341926283	-0.0636095329114674	-0.0477120827694534	-0.0994589193096305	-0.0448663145949416	-0.0590914611749947	-0.0817331570360108	-0.062914080022676	-0.0572858959914471	-0.0704709460588929	-0.0245144087304575
53	CCDC32	ENSG00000128891	Approved	Nuclear speckles	Vesicles				Nuclear speckles;Vesicles					Nuclear speckles (GO:0016607);Vesicles (GO:0043231)	0.00552786114672606	0.0280503483717757	0.0209003878452346	-0.032208094555047	0.0234600603563543	0.102830164087716	0.0430752787800454	0.0573049767005865	0.040649297084531	0.0590417084608604	0.0169081227558981	0.0255708652060002	-0.00134176794564452	0.0991048059126098	0.0119357555370873	0.0867959462953404	0.023512832414529	0.0397902761821125	0.0479856803634659	0.0364362367750726	-0.00336519638590256	0.0569807374205908	0.0548264200211503	0.0429975045693708	0.0164717055378931	0.00359103389290917	0.0359515043218429	0.000275689427254605	0.0048450283619917	0.101972416711087
56	CD2BP2	ENSG00000169217	Enhanced	Nuclear speckles	Cytosol		Nuclear speckles	Cytosol			Nuclear speckles			Cytosol (GO:0005829);Nuclear speckles (GO:0016607)	-0.00860728594358737	0.0615363114682237	0.0925401519259541	0.0283494818486758	0.0399996051846077	-0.00623638064568861	0.100808990514709	0.0939940529093714	0.0804165754621494	0.0744366842344292	0.0853553800842096	0.0738259816337837	0.0654244682134255	-0.0114161735780944	0.091083031168795	0.0173586049994363	0.0974814080719941	0.0671937138102387	0.0950752653495015	0.07440726691525	0.0825806459621203	0.047453829338195	0.0360901339081478	0.0799041860185826	0.0851240816806652	0.0715224619574063	0.0279072553971594	0.0726063773681354	0.0706223085178107	0.0333392492021727
58	CDC34	ENSG00000099804	Supported	Nuclear speckles;Nucleoplasm	Cytosol			Cytosol;Nuclear speckles;Nucleoplasm			Nucleoplasm			Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)	0.0538849096451984	0.0946153078615808	0.0957889327801297	0.0908516501435817	0.0757922127445668	0.0209273012379135	0.108191188220533	0.107499484518656	0.10821456231758	0.102853718718859	0.0943977763165658	0.0881694651512789	0.092846003870501	0.0172925747923467	0.101379101769608	0.0454048377030178	0.103671749353399	0.0902837156716696	0.100646822799589	0.062159541129962	0.0755431100264548	0.0912929011028705	-0.0298142964133595	0.091652807613072	0.087200480348174	0.0976988039772569	0.0996944927099473	0.076508829754251	0.10915399786294	0.0673584947620557
59	CDK11A	ENSG00000008128	Supported	Nuclear speckles	Cytosol			Cytosol;Nuclear speckles						Cytosol (GO:0005829);Nuclear speckles (GO:0016607)	0.061048056578941	-0.0102894855413853	-0.0472885456107677	0.00740211488427914	-0.0178329524504572	-0.0733017259082344	-0.0112592190185033	0.0459093544018134	0.0511378790358751	0.00770821161087014	0.065561133872557	0.00710940883875229	-0.037769190066241	-0.102506798416768	-0.00310373608859348	-0.0767518969802424	0.0356662467883376	0.0046537474988414	0.0251279782520033	-0.0209591409990313	0.016530430515108	0.00587523599692956	-0.0550886236458496	0.00183364929792559	-0.00906604249314451	0.0131586136439993	0.012216863910599	0.0206115270892334	0.0463397403009114	-0.0578172795845251
60	CDK11B	ENSG00000248333	Approved	Nuclear speckles					Nuclear speckles					Nuclear speckles (GO:0016607)	0.0964921777993533	0.0367505289226981	0.00776402337002718	0.0298674541969365	-0.0245942193379761	-0.0813465547429641	0.0399018243251366	0.0871387785181803	0.0766701626249273	0.0473977782611612	0.0743504648934141	0.0428055272925564	0.00650780049580602	-0.0824058948206715	0.0206901284390164	-0.0704132005661318	0.0444055155477906	0.0590568761467147	0.0741802129763741	0.0192351436172375	0.0600133049677614	0.0231641213276123	-0.0408238603625783	0.0549148518467817	0.03343650930458	0.0440340303418915	0.040080385214301	0.0513712556249284	0.0730336721912409	-0.0373709971669833
61	CDK12	ENSG00000167258	Enhanced	Nuclear speckles;Nucleoplasm			Nuclear speckles;Nucleoplasm							Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)	-0.075271142826134	-0.0822304304146488	-0.0783406149640524	-0.0160286146232287	-0.00966933273942106	-0.0990357783673507	-0.0682554511900076	-0.100359953749317	-0.0901677525014841	-0.0966450041732745	-0.0842838101918071	-0.115765412446578	-0.10392373278549	-0.0578533176586604	-0.102718377148839	-0.0929773323099456	-0.0914272502226827	-0.0994820457712238	-0.0336157894683789	-0.103333058448753	-0.0592216249729278	-0.0113954554019511	-0.0635344488445055	-0.0971335630239884	-0.0728790944975649	-0.0878614851016848	-0.0811857657920143	-0.040540605754305	-0.028368915966351	-0.0603071724332543
62	CDK13	ENSG00000065883	Supported	Nuclear speckles	Cytosol;Golgi apparatus			Nuclear speckles		Cytosol;Golgi apparatus				Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nuclear speckles (GO:0016607)	-0.105176471301205	-0.107287673317218	-0.0943989785881392	-0.043346868011614	-0.0750946320532615	-0.0788719236855736	-0.0976206380043048	-0.0444687123292158	-0.0544130095826339	-0.0777283404746463	-0.0629250625554822	-0.0935350930011869	-0.0986742682494716	-0.0826628954793898	-0.102345280371726	-0.103219545208691	-0.0835017292089724	-0.0909524418676924	-0.0802233494713083	-0.0876959087243153	-0.0704428129241516	-0.0910487214458465	-0.0896771781858317	-0.0876138349401951	-0.0818266237428886	-0.0712979040644471	-0.0749861199604569	-0.0784598589948198	-0.082001888293807	-0.0838780810447027
64	CDYL	ENSG00000153046	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)	-0.00363117968303663	-0.0443862439675366	-0.0462429521383899	-0.0593373001969139	-0.00901085877007864	-0.0411890007890951	-0.0359244464134828	-0.0511136707488638	-0.0657682692779324	-0.0874126399080244	-0.0451556665549231	-0.0604795781002824	-0.0692628296346525	-0.00704873050677929	-0.0725348447882614	-0.042258605979595	-0.0444501442672183	-0.0402779327335998	-0.0705060066444425	-0.0522127309549069	-0.0326445970151105	-0.0536308420107494	-0.0863909399666378	-0.0671511666434335	-0.0698202392013191	-0.0416413089681371	-0.0493490469425593	-0.0552290501166668	-0.0379905806125157	-0.0276624610717149
67	CHTOP	ENSG00000160679	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)	0.0783576052774817	-0.00293675694900698	0.0220850717435787	0.00336716262817964	-0.0304017977012938	-0.0250511362335905	0.0521981912711236	0.0174572287175649	0.0561408888356681	-0.00493721002010743	-0.0306966049437078	0.0126760214672413	-0.00256371534791303	-0.0600708476336283	0.0271744423863497	-0.0198405663320588	0.0520413225480863	0.0377885053752267	0.0377112654970719	-0.00883359143061591	0.0223226557781387	0.0198663415567463	0.0107500447552059	0.0321696859655111	0.0310797730219439	0.0245997362332523	0.00997013613186464	0.017306316257941	0.0478918436337541	-0.0265100976512218
68	CIR1	ENSG00000138433	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)	0.0644517014728145	0.0119032898053223	0.0299709296155979	-0.0702089707594905	0.00187037083353522	0.00782194348897596	0.0196290109979619	0.0196612056696176	0.0435757204154166	-0.00350409976540194	-0.0168855782650773	0.00807356904702733	0.00643196753893167	0.00701835296097086	0.0296999394981919	0.00172457763150487	-0.00843613639212661	0.043974122855579	0.0197690064869327	0.0267860648804524	-0.0557543971399361	0.0323458315153703	0.0091572607212268	0.0407349990315824	-0.00682770737794392	-0.0179228292791386	0.0393564157942721	-0.0778569514006253	0.0131647465359281	0.0215692429562836
70	CMTR2	ENSG00000180917	Approved	Cell Junctions	Nuclear speckles				Cell Junctions;Nuclear speckles					Cell Junctions (GO:0030054);Nuclear speckles (GO:0016607)	-0.115097095428918	-0.0604387765568535	-0.0678777008011794	-0.0793135242337838	-0.0440996008613818	0.0067484028497842	-0.0460153514136908	-0.0571725861982358	-0.0629984188100556	-0.0541062816279478	-0.0825342476947029	-0.0718510831389833	-0.0733854956129422	0.0537934607962094	-0.0569827172589531	-0.00645368564461337	-0.0833046047414758	-0.0809542233249375	-0.0773973825772549	-0.0769157767892655	-0.0801194823545768	-0.0529508460871296	0.0203050187026942	-0.0793299999739639	-0.0846820167666258	-0.0793326364003273	-0.0916298784352056	-0.0826456396877501	-0.0675814932230304	0.0121273232973066
72	COG6	ENSG00000133103	Approved	Golgi apparatus;Nuclear speckles					Golgi apparatus;Nuclear speckles					Golgi apparatus (GO:0005794);Nuclear speckles (GO:0016607)	-0.0883132196791807	-0.079022362634868	-0.0788912590522176	-0.0623902195258989	-0.0463408137375074	0.0350681539190014	-0.0634961800409766	-0.0826088457449086	-0.0724514428612996	-0.0899363006871704	-0.0884460222279127	-0.0711026063579793	-0.0814017644183423	0.0729578656607963	-0.0583922490729658	0.0100156217027675	-0.064499792105715	-0.0796397146505752	-0.0705894143661144	-0.0506374850771198	-0.0842951196940182	-0.0495029607697192	-0.0678227600839067	-0.0831248237594494	-0.08498742630247	-0.10138362325211	-0.0754109716443292	-0.0883431758944496	-0.0727378619216048	0.0385047515071602
73	COPS4	ENSG00000138663	Supported	Nuclear speckles				Nuclear speckles			Nuclear speckles			Nuclear speckles (GO:0016607)	-0.078181359247451	-0.0130738513240028	0.00406990391918625	-0.0615723178932777	0.024508852431456	0.108530299483869	0.0184662392936314	-0.109075771747643	-0.0486026674462114	-0.0366136498781621	-0.041459276478073	0.0117365327103133	-0.0114314934637726	0.0943075983559778	0.00631038161170887	0.0744888439828654	-0.0115782436843309	-0.0690839229825251	-0.0293236210274837	-0.00391522250322331	-0.0844367915796456	-0.0225976730485177	0.015243713953636	-0.0270849122535858	0.00253606426550118	-0.0371209261765589	-0.0348274630155708	-0.0767692438842619	-0.0481461204868332	0.0839621732067087
