Ensembl	GeneSymbol	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII
ENSG00000213853	EMP2	128820.142132	118157.336873	151820.348021	0.081572150996	0.0067905694051	0.485813592309
ENSG00000029534	ANK1	8962.67070536	4552.72071887	26709.7228726	0.00550043717517	8.07848535648e-05	0.0118309896031
ENSG00000213859	KCTD11	280348.204237	121193.265991	209865.906731	5.98676426199e-12	1.08142221296e-05	0.0116553735757
ENSG00000054282	SDCCAG8	96774.9162203	106966.872185	104074.106075	0.00446312640403	0.321799794127	0.0334377756595
ENSG00000155719	OTOA	2866.94645229	287.118736087	2117.14735227	1.22125317161e-06	2.72442444937e-09	0.0634012629235
ENSG00000162337	LRP5	335882.540618	319585.686899	377904.433651	0.105448824705	0.0358542146512	0.817714615662
ENSG00000155714	PDZD9	1481.1923985	2025.20660116	1320.41265536	0.128797920344	0.0394599255907	0.599356250789
ENSG00000182010	RTKN2	3617.88708583	2957.74067388	4511.07942088	0.0938428482321	0.0053367815892	0.204334345608
ENSG00000182013	PNMAL1	58013.4966858	317514.707921	72034.8648746	2.27129495901e-12	2.94884015978e-16	0.756254628578
ENSG00000164659	KIAA1324L	8895.3898022	29080.9002191	21874.5178866	1.85335795944e-06	0.47902630036	0.000421434660246
ENSG00000164654	MIOS	93657.0870223	106072.67849	120048.89207	0.403997001668	0.0201789002065	0.267384794144
ENSG00000149187	CELF1	219989.333845	257659.114484	260114.253754	0.00803537763696	0.586671359292	0.000598120391495
ENSG00000077097	TOP2B	257077.903104	706285.763075	418295.756307	5.37819567959e-34	2.17423051745e-13	1.28310647875e-13
ENSG00000161021	MAML1	94064.6752749	83234.1188612	119282.183023	0.0166393328539	1.20442579447e-10	2.66618691134e-07
ENSG00000169744	LDB2	274050.706619	203428.510709	433994.42271	0.00571478710612	1.77782698212e-08	0.000327782838023
ENSG00000257341	CRIP1	809.230542079	226.344730817	438.310435996	0.0032405860938	0.00900411844549	0.074683266695
ENSG00000151923	TIAL1	208786.947271	202650.490905	227028.19366	0.154543178643	0.00548695727092	0.175724788507
ENSG00000165309	ARMC3	3054.34361871	3738.34401846	2826.3128837	0.728511896947	0.87995823788	0.624757514339
ENSG00000165304	MELK	26246.5288685	2409.44980983	21628.3825371	5.05786675886e-11	2.29741022603e-12	0.093443341985
ENSG00000165300	SLITRK5	1721.61339494	737.088390605	4412.90977337	0.00921775023772	0.00114246335955	0.586528104476
ENSG00000101608	MYL12A	1959823.70729	1633602.1122	1606812.45784	0.0252313256431	0.365720106026	0.000278758881295
ENSG00000101605	MYOM1	14442.0294044	28041.7367332	24129.0956723	7.38099660586e-05	0.732714328419	0.000701243619255
ENSG00000198791	CNOT7	163175.225588	190793.589946	195875.687057	0.00412889685431	0.39206145075	0.00298777566607
ENSG00000198792	TMEM184B	466842.882807	306139.458991	449318.168907	6.32503313588e-08	8.31857082911e-07	0.855107396781
ENSG00000177112	MRVI1-AS1	1672.28984343	2736.86058443	2314.49213993	0.15387542415	0.619683270143	0.310948825127
ENSG00000198794	SCAMP5	121055.563465	256803.225273	117984.006029	2.68251095794e-06	3.5659931756e-16	0.0947593650286
ENSG00000198795	ZNF521	49051.0083292	44279.0344985	65186.1112581	0.226401350878	0.0189321661835	0.230321778668
ENSG00000197779	ZNF81	9854.21003011	26765.3178294	27257.4590102	2.16601724897e-17	0.0953526381855	1.17134494983e-15
ENSG00000197774	EME2	52307.9083513	13048.5949144	23767.9846294	0.000216139365077	0.000153917074343	0.00024249391178
ENSG00000175556	LONRF3	12788.1634994	26949.2779372	31677.7414313	1.89268418759e-06	0.063612252082	2.29179827987e-06
ENSG00000197771	MCMBP	203587.648914	229096.76131	267745.599091	0.000731924863288	0.0018663342996	1.7724807657e-08
ENSG00000204252	HLA-DOA	422712.51984	197657.135312	423250.795559	7.21443353206e-06	2.35419231135e-05	0.233568090476
ENSG00000161682	FAM171A2	9835.54059472	13189.9434971	7517.8784547	0.000328439214699	2.60100272361e-05	0.51776004942
ENSG00000076321	KLHL20	96952.5232289	108375.144063	160594.3387	0.00123127438487	6.29253070055e-11	1.73681069928e-18
ENSG00000183864	TOB2	402866.371081	590932.45838	546296.515665	4.70692596422e-08	0.964758642896	3.21290730152e-06
ENSG00000124216	SNAI1	107783.886353	63073.7568775	79792.8776921	0.0385026098228	0.240442739405	0.152611469921
ENSG00000124217	MOCS3	46507.7696199	37553.8539991	47985.8776657	0.0121388257439	0.000605483793867	0.147333712447
ENSG00000124214	STAU1	836164.589816	1011773.39868	928889.506691	9.18964511921e-06	0.0826932183673	0.00257442446489
ENSG00000124215	CDH26	3988.20958042	1274.32283001	3922.3448316	3.32024139761e-13	3.17610284673e-10	0.372824278554
ENSG00000124212	PTGIS	21489.8268835	84780.5043622	41040.4344512	0.25859335698	0.00558775023924	0.797948392785
ENSG00000167685	ZNF444	106603.196626	70133.4109998	57280.8692228	9.05313105812e-08	9.52510733512e-06	4.11819616667e-18
ENSG00000247595	SPTY2D1-AS1	9646.96523192	9409.36089542	6023.78534671	0.160997098117	0.00122994488942	5.03975290238e-05
ENSG00000161970	RPL26	3124049.32345	1787486.90055	2337092.46619	6.77552190826e-09	0.000617982121341	1.07191632508e-06
ENSG00000175073	VCPIP1	74811.9327733	85290.3098621	109451.471374	0.00341405044482	0.0316769191182	0.000516382206561
ENSG00000161973	CCDC42	2379.37611336	846.352702947	957.604044038	0.000822220460879	0.816243421965	5.97162755934e-06
ENSG00000255277	ABCC6P2	52533.0529019	43812.7648776	32527.2489636	0.0231088813277	0.0572868836504	6.39710987099e-06
ENSG00000185238	PRMT3	43790.8609829	49774.5172376	49488.3214351	0.00739213567439	0.352098120474	0.0158268241618
ENSG00000160087	UBE2J2	250086.85546	136475.731664	139831.396895	7.3030502631e-12	0.99752345853	6.67981316898e-17
ENSG00000036054	TBC1D23	134994.216786	185149.520379	182288.289437	9.43449951282e-11	0.44977783202	0.000143651226396
ENSG00000002587	HS3ST1	38643.8822434	50892.4993155	29751.0332577	0.0637477342488	0.0549456842355	0.880955576636
ENSG00000002586	CD99	1727260.42617	457243.890657	1043873.45499	1.99928161021e-17	4.19001862155e-11	2.07202981981e-09
ENSG00000177954	RPS27	14328314.9112	7565419.46125	11345080.2574	1.11254908099e-10	5.18855780967e-05	0.00279646809741
ENSG00000177951	BET1L	640576.006909	438404.954808	495253.742573	1.0489070067e-12	0.00171659595932	2.10423368176e-07
ENSG00000198242	RPL23A	4399817.897	1849344.34187	2866478.77528	2.58561164574e-16	1.07054608141e-07	7.29764420011e-10
ENSG00000198246	SLC29A3	94753.8683299	71335.2556791	72794.7957048	0.00250813298141	0.192354214996	0.0192301403919
ENSG00000092140	G2E3	22455.6820424	43683.118061	41380.6852867	1.37461216766e-20	0.514981946364	8.03297618921e-10
ENSG00000135916	ITM2C	1140307.55503	2742292.23208	934938.636659	2.04248505603e-12	3.40412402373e-11	0.538612018047
ENSG00000135913	USP37	11230.0672948	29880.7545809	43125.6127745	2.35458064461e-15	1.22150007857e-08	1.45916971795e-30
ENSG00000135912	TTLL4	47989.8440686	36005.234003	49704.362001	0.00196876936156	0.000123597511952	0.47142886496
ENSG00000092148	HECTD1	156870.875325	360765.697074	293369.135048	8.72278784646e-24	3.57038918377e-05	1.06962060316e-19
ENSG00000034693	PEX3	146837.014482	289421.514641	176634.663128	1.48134046428e-15	0.00576728979205	0.0113486257877
ENSG00000135919	SERPINE2	331103.524901	144566.805762	248138.51789	0.000824119512605	0.00368757932245	0.338322138027
ENSG00000176396	EID2	144405.632554	154782.100584	109865.45565	0.977674791985	2.53567184283e-05	1.53232487882e-05
ENSG00000176399	DMRTA1	34255.8508736	44486.7136892	43834.1083736	0.0963478777082	0.825557143463	0.0747401832187
ENSG00000167535	CACNB3	49343.7721128	30001.8367926	33016.1256417	0.000268678228447	0.201092598726	0.00639658713354
ENSG00000188886	ASTL	761.760166381	562.894497585	531.512018816	0.954386958032	0.204505323756	0.104975556129
ENSG00000188883	KLRG2	686.951538384	43216.4563024	558.771726616	9.20079782258e-07	7.37647885413e-08	0.624110812275
ENSG00000237289	CKMT1B	466.915595403	12340.0428411	183.556966905	5.28883153673e-13	3.81658029924e-22	0.179672395082
ENSG00000153207	AHCTF1	103223.80424	125220.806124	133798.152087	9.64925281852e-06	0.0117807551522	6.00945570333e-09
ENSG00000049192	ADAMTS6	2610.09421455	4941.28213391	3001.64716231	8.16611759849e-05	0.000590022175465	0.175502066312
ENSG00000149798	CDC42EP2	109600.407766	148936.799285	103217.755828	0.00828638391351	3.69719320449e-07	0.0568125740648
ENSG00000237136	C4orf51	2067.22887319	938.825082099	1115.57464924	0.00365428461631	0.252008912154	0.00427040302656
ENSG00000177042	TMEM80	114138.892186	120220.67079	80686.7776846	0.444814348395	1.22674635399e-05	3.81640702618e-05
ENSG00000129566	TEP1	61958.1985968	62948.9607143	87817.7251929	0.522012711257	8.12559245372e-05	0.000113745170002
ENSG00000169991	IFFO2	141720.029807	76267.1415523	112207.972256	3.96011506318e-05	0.000371231627123	0.0207675737596
ENSG00000171476	HOPX	29528.4221009	21489.1938011	23066.1829986	0.571457870555	0.857781104258	0.361345187361
ENSG00000141232	TOB1	535316.490252	1168696.4962	539472.25532	3.93543813872e-08	2.00859625884e-06	0.15537142957
ENSG00000172673	THEMIS	13034.8795785	3150.62088329	19972.1372733	5.08276065295e-05	9.98194186341e-06	0.249155139764
ENSG00000172671	ZFAND4	21682.1715651	30942.8069899	27001.5592028	1.01804577906e-06	0.806310796311	0.00421930759165
ENSG00000112337	SLC17A2	13982.5002459	4083.78175573	28406.236011	0.00256965078953	0.000288788207542	0.751905334744
ENSG00000177707	PVRL3	45887.8896216	82090.2775088	99973.4041213	0.00225200349396	0.0529700223526	2.14431032882e-05
ENSG00000136754	ABI1	287631.202057	352439.464602	377373.531038	4.88487518864e-07	0.0686426070483	1.73673313466e-05
ENSG00000249087	C1orf213	35180.6561034	14659.8382094	21522.7333871	2.33736528137e-06	9.44948468995e-05	0.000317775811117
ENSG00000116014	KISS1R	147684.639846	324.564563562	39530.8625122	0.000230484493319	0.000181668917215	0.00146809532355
ENSG00000116017	ARID3A	33294.6015714	31921.4160111	23871.7481008	0.145655914726	0.00515679221957	0.000122220581312
ENSG00000175137	SH3BP5L	161026.114928	108567.684033	143843.847628	4.43119153521e-08	5.75114498248e-05	0.00225262876552
ENSG00000175130	MARCKSL1	1118360.06429	521309.110472	893764.051541	5.88281935109e-07	6.22856273896e-05	0.0191504902545
ENSG00000142252	GEMIN7	230222.848449	87645.9754758	120894.735258	1.56170707967e-15	2.71848992253e-06	3.79624836021e-18
ENSG00000172890	NADSYN1	118178.278526	46115.7415748	69830.0286821	1.57288392629e-07	2.26859996989e-06	3.46734109491e-06
ENSG00000187961	KLHL17	62443.7861352	17141.4762276	24351.2502316	4.29015408842e-06	0.0032420157538	2.7083927058e-06
ENSG00000242866	STRC	366.188164621	68.0802253886	120.661211372	1.85965333266e-05	0.0140300175358	2.56541657942e-05
ENSG00000100632	ERH	1217562.47677	994139.516357	826423.457446	0.00181173117293	0.000567398911428	4.22261571151e-10
ENSG00000174099	MSRB3	126929.153954	139648.579445	219966.668878	0.28515244513	0.00451152872263	9.02016755577e-05
ENSG00000137404	NRM	290653.939318	103751.888959	191335.644875	2.67358659978e-11	4.11667367202e-08	1.91372227418e-08
ENSG00000235194	PPP1R3E	60313.5928934	58698.243567	57231.4492288	0.156159796848	0.409816108597	0.0283074076745
ENSG00000064607	SUGP2	98674.3631589	152259.502509	131619.930656	0.000535999842784	0.0223355976221	0.0696433335018
ENSG00000253570	RNF5P1	91156.8589642	83749.9234139	75947.8698801	0.821674594258	0.949402852493	0.866331582601
ENSG00000044012	GUCA2B	70487.1689478	774.089075623	10135.6037086	1.17526604094e-05	0.0139200585256	4.13536468138e-05
ENSG00000231852	CYP21A2	18291.9142114	1159.46376336	6647.17965937	0.00295643435342	0.005166783805	0.00318645174602
ENSG00000130751	NPAS1	12141.6039496	6052.16882711	8530.18846755	0.00214020105784	0.027304013889	0.000750248305748
ENSG00000180818	HOXC10	651398.384629	532592.123723	474902.807718	0.012645695536	0.0184607140786	4.52892363543e-06
ENSG00000130755	GMFG	851680.051309	136864.398107	421661.575137	1.28638797539e-17	1.00369282254e-14	2.80341615373e-13
ENSG00000186115	CYP4F2	1385.52616231	160626.172202	717.953121395	1.18115344914e-06	8.11575665092e-08	0.510831156021
ENSG00000206150	RNASE13	295.723443601	1046.4084626	273.528587156	0.0284566193414	2.13676315955e-05	0.241272127375
ENSG00000110756	HPS5	79547.2710991	124343.202524	108486.137413	2.65788798604e-09	0.427003526632	3.58031442248e-05
ENSG00000233436	BTBD18	782.572039373	429.848617711	847.344348669	0.0126216482985	4.14873317337e-05	0.403897261038
ENSG00000134278	SPIRE1	111130.045659	149120.501289	254484.825834	0.0403787777311	7.78626412547e-07	1.49692416602e-10
ENSG00000166225	FRS2	71827.4438804	111217.496764	122174.541553	1.16826353441e-18	0.0678633497274	1.79014678848e-09
ENSG00000185379	RAD51D	32429.0280318	26976.790744	28614.7291669	2.04771271084e-05	0.00907537561224	0.000279040083996
ENSG00000072506	HSD17B10	1496400.01114	1433791.4336	707420.243153	0.228092508963	5.08479421883e-20	2.38735305531e-18
ENSG00000072501	SMC1A	147537.516801	251753.423212	258988.471081	1.43972777623e-09	0.277762441379	9.42612190306e-13
ENSG00000134186	PRPF38B	204186.150263	172084.012511	233990.507723	0.0048258726256	5.0854664946e-06	0.179023677383
ENSG00000145734	BDP1	51663.4552122	78457.1300461	109124.304172	4.65993654901e-09	9.54289970071e-07	2.6300252449e-17
ENSG00000145191	EIF2B5	222298.081298	172711.010661	174246.275369	3.12418533193e-05	0.962261228122	6.40027825083e-06
ENSG00000037042	TUBG2	218789.834801	155861.575625	147920.959729	5.34256641757e-06	0.309170713323	1.67606500037e-09
ENSG00000042753	AP2S1	1098950.26775	517307.044089	553775.477956	1.46267086605e-13	0.708446461269	2.61031127809e-19
ENSG00000105855	ITGB8	154847.148471	314250.9587	253057.625063	4.07624100062e-07	0.400133302651	0.000563291262774
ENSG00000105856	HBP1	153770.329459	263347.915526	316164.532562	3.05831219823e-14	0.000103178696348	7.53905425279e-23
ENSG00000105851	PIK3CG	17194.8581925	13433.8517773	55107.7041356	0.309078359213	8.59069368761e-10	4.64199572209e-11
ENSG00000079689	SCGN	256409.910427	22946.5157912	373286.323956	0.00352611043308	5.97744710818e-05	0.725906825192
ENSG00000105852	PON3	3593.97897658	12650.1795577	2041.79208091	5.75803069541e-07	1.09446158271e-06	0.678087085515
ENSG00000012174	MBTPS2	56381.648259	83020.2304209	106162.79713	1.10313886509e-07	0.000727528414291	3.6413151136e-10
ENSG00000131002	TXLNG2P	21030.2470591	28797.4126123	19917.8557842	0.260973764128	0.34561883875	0.674056396901
ENSG00000012171	SEMA3B	133042.24626	245880.956298	51286.6009656	0.0135024851407	4.86226764851e-15	0.000108320918933
ENSG00000135587	SMPD2	164281.404425	97251.4658349	88182.5883479	4.18554626107e-08	0.0115447469135	1.46273070995e-14
ENSG00000154153	FAM134B	468751.17098	395856.865987	548001.515461	0.0691785539051	0.00201520265944	0.0163557933846
ENSG00000071082	RPL31	3227773.88393	1414300.12343	2003146.25479	1.27275001524e-11	0.00036261777594	6.89689752887e-11
ENSG00000180660	MAB21L1	811.677799909	1880.51390637	995.276958434	0.142487024154	8.29116912646e-07	0.367025119126
ENSG00000180667	YOD1	34375.7938597	45858.7559058	48778.469374	7.77785743683e-06	0.890918922913	8.59991844266e-05
ENSG00000188419	CHM	56257.1926287	126131.810133	120659.873439	4.44479016357e-28	0.949450279967	2.49243535655e-20
ENSG00000135632	SMYD5	302596.758356	226231.536252	230762.721243	1.51780873919e-08	0.199006411816	2.88438321893e-07
ENSG00000135631	RAB11FIP5	433260.039909	539193.860964	458855.605808	0.000502895690734	0.0068522621838	0.65881257894
ENSG00000135636	DYSF	369912.166422	155346.068473	523486.249327	2.34520644029e-08	2.52364020321e-10	0.000851346043462
ENSG00000135637	CCDC142	40590.2578531	18272.9868867	32010.7732809	1.8672849011e-08	8.94839567914e-09	0.0178776794491
ENSG00000147155	EBP	378419.696347	395275.624508	189025.15401	0.822956201219	9.16544756814e-18	2.29673670291e-12
ENSG00000112539	C6orf118	672.512980327	976.07397899	138.858031549	0.731211898227	1.44226526414e-08	0.0251379273772
ENSG00000114503	NCBP2	306312.019847	325532.526433	275600.489161	0.00598859383382	0.0334503244108	0.87426985272
ENSG00000139291	TMEM19	173591.496733	182283.698429	160923.886191	0.378333734446	0.803248479012	0.430821231998
ENSG00000116857	TMEM9	868707.756202	616090.903927	531830.162334	2.07134291332e-05	0.0467720036745	3.14328357046e-09
ENSG00000162591	MEGF6	94144.9978353	29483.9442695	51348.6155592	2.09771175328e-07	0.000973708724519	0.10237420019
ENSG00000105143	SLC1A6	97.834255929	91.0009690066	106.298762398	0.16815147205	0.343579624839	0.862087999069
ENSG00000162595	DIRAS3	19586.578158	104727.517752	13360.3799229	2.03471344494e-12	2.75254445526e-17	0.222896881638
ENSG00000146205	ANO7	17905.6913661	5852.34124225	14949.5753548	2.64790128486e-08	1.81562019429e-05	0.00416814488754
ENSG00000235944	ZNF815P	15761.8389924	17017.6410538	13027.7524975	0.336071347688	0.0621111842081	0.0125320356637
ENSG00000235947	EGOT	99688.9963244	93882.5159472	101245.863298	0.810283866067	0.177275929192	0.245911983924
ENSG00000164418	GRIK2	402.509785107	8935.41911876	774.818401937	8.61308045393e-16	4.83127825846e-18	0.282750704601
ENSG00000164411	GJB7	162.759756727	274.127382878	244.544218486	0.516372678963	0.556386521939	0.217454212665
ENSG00000100532	CGRRF1	48303.9439194	86616.3024557	57672.8139598	3.37023963421e-11	3.51379942828e-08	0.0777260232389
ENSG00000077454	LRCH4	35025.3908716	37957.2961136	32036.0985317	0.530868232394	0.116617916682	0.0533503012867
ENSG00000264370	MIR3125	6406.27921688	6679.49850055	21150.1448785	0.618220136022	0.00104841731134	0.000874613932001
ENSG00000077458	FAM76B	52000.2304347	43305.2633129	66658.0023231	0.00163859591187	1.68214208436e-05	0.0166494455657
ENSG00000139292	LGR5	277.176893416	2867.37614932	363.712597797	0.000332150541757	0.000287696585025	0.632197415658
ENSG00000189079	ARID2	57517.0543622	79299.2149626	91245.4837414	2.19297637809e-06	0.000417646728631	1.16734516087e-12
ENSG00000115073	ACTR1B	735578.074058	580405.737943	605902.306245	2.02981675889e-05	0.991846206974	4.18283349615e-06
ENSG00000021300	PLEKHB1	23269.4566125	121057.81811	12134.8138818	1.22420482571e-11	1.2234539814e-19	0.00221853687641
ENSG00000100399	CHADL	18890.6522234	21258.6133039	8454.99126318	0.759504543705	1.42339992921e-13	1.23831808432e-07
ENSG00000209482	SNORD83A	18940.1812378	3058.55868839	8651.76640231	3.81213677042e-06	0.000609674104149	0.0957699466702
ENSG00000100393	EP300	203298.725562	328421.654536	369204.33275	1.85787806254e-12	2.49400881691e-05	3.59625912736e-27
ENSG00000100395	L3MBTL2	159639.488578	122422.433824	136249.168118	2.11462653933e-10	0.147123050996	1.76108296542e-08
ENSG00000196550	FAM72A	2226.00421119	685.595852974	2401.68005525	1.16899972689e-10	6.45267533521e-13	0.364343320788
ENSG00000196557	CACNA1H	59589.9209358	125618.183036	71824.7826764	0.000501074771793	0.0018256261423	0.791184866547
ENSG00000151292	CSNK1G3	122909.245889	147681.905139	172356.687898	5.83608208078e-05	0.0204095170608	1.64498383767e-05
ENSG00000138347	MYPN	310.598844558	58.3379735528	248.460270996	0.032886951869	0.117946859215	0.271178055884
ENSG00000186260	MKL2	49719.9623538	79767.7254537	100611.953086	8.35257585806e-12	9.77590012971e-05	2.56337532074e-17
ENSG00000197208	SLC22A4	116767.822017	51915.4022115	132302.015478	0.000312152535685	1.99054341791e-05	0.507333686237
ENSG00000113141	IK	855542.836825	557345.616053	694526.224279	1.1494839462e-14	0.000216628267282	1.89133550809e-06
ENSG00000159461	AMFR	426330.570152	1140728.86889	435767.223698	1.80141377834e-16	5.67518676191e-20	0.826987654093
ENSG00000026652	AGPAT4	34933.0874355	57583.5808124	32632.8785404	2.95385750343e-07	1.33212422338e-08	0.762690340394
ENSG00000177971	IMP3	579016.502323	326694.371844	331313.473336	4.8361470327e-12	0.189231281358	7.37336867728e-15
ENSG00000185155	MIXL1	1276.78226135	398.092914892	806.716926812	0.0516044801673	0.00387205159284	0.0306921920537
ENSG00000185156	MFSD6L	1146.46256881	44238.5889222	1220.59994318	1.73449387309e-17	7.05109617935e-22	0.762607374938
ENSG00000137831	UACA	248651.052684	287573.068327	366700.44189	0.727180209241	0.000234671408324	0.000515196853586
ENSG00000106633	GCK	1249.06766286	1886.92810636	731.882281565	0.0856040699511	0.000317431065261	0.0482928951838
ENSG00000106638	TBL2	224707.989381	135720.665502	180883.18094	8.95268636503e-09	4.43976199262e-06	0.00432535431347
ENSG00000107863	ARHGAP21	103368.602371	138916.35276	168828.761681	1.49130377269e-05	3.89270111188e-06	8.37353650954e-16
ENSG00000152670	DDX4	164.472864444	116.748685954	156.914634614	0.242190723461	0.698863062623	0.180472633469
ENSG00000152672	CLEC4F	5846.79119579	1782.75427162	5401.60967968	0.000943782027455	0.000674267981834	0.116973472302
ENSG00000143643	TTC13	69680.3257431	39681.1112509	73720.2170323	0.000105739376269	2.32364560643e-10	0.43882202711
ENSG00000124588	NQO2	182040.320944	174042.672537	104894.952365	0.420912813624	0.000116669397423	1.20561269519e-09
ENSG00000143641	GALNT2	261283.935948	176077.766524	260424.564583	0.00125749375348	0.00634539364058	0.308140357412
ENSG00000124587	PEX6	238975.971745	244318.624494	195724.359159	0.981418244499	0.00279051708776	0.00796582435401
ENSG00000167332	OR51E2	18693.7877033	4152.33763808	23862.1294169	1.95266776186e-05	2.21882636249e-07	0.360269259771
ENSG00000167333	TRIM68	60867.8474033	122646.790923	77131.8524931	1.85428627694e-22	3.51494096556e-20	2.88057283033e-06
ENSG00000009830	POMT2	48866.1276712	54075.5645196	49326.1640281	0.742460628716	0.253950606562	0.510176856828
ENSG00000146555	SDK1	31428.8954907	33266.7684427	34373.982222	0.113880889984	0.22231736539	0.617540054709
ENSG00000178927	C17orf62	275470.912663	93147.913219	159193.347114	9.54224194554e-17	3.02089843662e-09	1.98674328951e-12
ENSG00000178921	PFAS	89814.2167728	98060.963761	100197.659151	0.333994388366	0.888003327919	0.276214457642
ENSG00000178922	HYI	176802.901161	69737.7943188	91675.8342501	4.4442168292e-10	0.00240727604437	8.88433983915e-09
ENSG00000168310	IRF2	347951.379517	259432.324127	316225.204462	7.92302689657e-07	5.7721997525e-05	0.0318481820954
ENSG00000258057	BCDIN3D-AS1	3570.27926558	6446.08501261	3491.89949581	0.0251176187793	3.50257584235e-11	0.142702994881
ENSG00000114268	PFKFB4	127604.668351	13838.1203846	90634.8238292	1.13668970336e-12	4.95292848898e-11	0.00084086356472
ENSG00000040487	PQLC2	191467.232909	88345.1348015	84017.8112788	1.39751999241e-11	0.239799328322	5.29129628132e-18
ENSG00000153107	ANAPC1	20640.6547151	34353.8195641	41178.2312466	1.71690023248e-13	0.000293842604858	7.46293543077e-25
ENSG00000141027	NCOR1	161161.023662	279560.339218	244182.568575	2.13129914528e-15	0.000335924559429	2.32160002529e-13
ENSG00000164040	PGRMC2	695587.612678	539146.439964	713423.64421	0.000575123687807	0.00795642433533	0.283233198956
ENSG00000198721	ECI2	393060.288177	676121.879057	308191.969019	6.86477990444e-10	1.59124842002e-15	0.00257357849328
ENSG00000167004	PDIA3	3362453.96803	1878623.42346	2559610.20112	5.23996166682e-09	9.44632507255e-05	0.000484281686944
ENSG00000183242	WT1-AS	211.514819962	8726.92940757	302.250227251	4.09909890788e-09	2.21260854933e-12	0.238749166145
ENSG00000164045	CDC25A	7899.48022895	11668.2053794	5876.49948679	0.000329167371992	1.17734696504e-12	0.000789253034106
ENSG00000167800	TBX10	1158.73139726	306.332850901	436.482994623	0.00516036407158	0.541832015184	0.00102730948223
